1930.000000,765.000000,686.000000,5.000000,3.000000,4.000000,4.000000,
1942.000000,760.000000,673.000000,5.000000,2.000000,3.000000,4.000000,
1937.000000,764.000000,674.000000,5.000000,3.000000,4.000000,4.000000,
1946.000000,763.000000,668.000000,5.000000,2.000000,3.000000,3.000000,
1958.000000,759.000000,685.000000,5.000000,3.000000,3.000000,4.000000,
1965.000000,761.000000,702.000000,5.000000,3.000000,4.000000,4.000000,
1963.000000,756.000000,679.000000,5.000000,2.000000,3.000000,3.000000,
1959.000000,762.000000,681.000000,6.000000,3.000000,4.000000,4.000000,
1970.000000,761.000000,675.000000,5.000000,3.000000,4.000000,4.000000,
1969.000000,758.000000,701.000000,5.000000,3.000000,3.000000,4.000000,
1960.000000,762.000000,685.000000,5.000000,3.000000,4.000000,4.000000,
1953.000000,760.000000,687.000000,4.000000,3.000000,4.000000,4.000000,
1965.000000,758.000000,694.000000,5.000000,3.000000,4.000000,4.000000,
1957.000000,759.000000,691.000000,5.000000,3.000000,4.000000,4.000000,
1963.000000,761.000000,687.000000,4.000000,3.000000,4.000000,4.000000,
1965.000000,761.000000,700.000000,5.000000,2.000000,3.000000,3.000000,
1957.000000,756.000000,689.000000,5.000000,2.000000,3.000000,3.000000,
1951.000000,759.000000,682.000000,6.000000,2.000000,4.000000,4.000000,
1961.000000,755.000000,697.000000,5.000000,3.000000,4.000000,4.000000,
1978.000000,759.000000,687.000000,6.000000,3.000000,4.000000,4.000000,
1949.000000,760.000000,697.000000,5.000000,3.000000,4.000000,4.000000,
1984.000000,768.000000,688.000000,5.000000,3.000000,4.000000,4.000000,
1939.000000,763.000000,681.000000,5.000000,2.000000,3.000000,4.000000,
1936.000000,757.000000,669.000000,5.000000,3.000000,4.000000,4.000000,
1952.000000,759.000000,681.000000,5.000000,3.000000,4.000000,4.000000,
1945.000000,759.000000,681.000000,5.000000,3.000000,3.000000,4.000000,
1953.000000,762.000000,676.000000,5.000000,3.000000,3.000000,4.000000,
1948.000000,762.000000,682.000000,6.000000,3.000000,4.000000,4.000000,
1940.000000,763.000000,675.000000,5.000000,3.000000,4.000000,4.000000,
1944.000000,761.000000,677.000000,5.000000,2.000000,3.000000,3.000000,
