153.000000,71.000000,59.000000,1.000000,1.000000,1.000000,1.000000,
150.000000,70.000000,59.000000,2.000000,0.000000,0.000000,1.000000,
152.000000,69.000000,59.000000,1.000000,1.000000,1.000000,2.000000,
152.000000,70.000000,60.000000,1.000000,1.000000,1.000000,1.000000,
148.000000,69.000000,60.000000,1.000000,1.000000,1.000000,1.000000,
149.000000,69.000000,61.000000,1.000000,1.000000,0.000000,1.000000,
149.000000,70.000000,59.000000,1.000000,0.000000,1.000000,1.000000,
147.000000,70.000000,62.000000,2.000000,0.000000,1.000000,1.000000,
150.000000,69.000000,60.000000,2.000000,1.000000,1.000000,1.000000,
147.000000,70.000000,60.000000,1.000000,1.000000,1.000000,1.000000,
148.000000,71.000000,59.000000,1.000000,1.000000,1.000000,1.000000,
150.000000,70.000000,66.000000,1.000000,1.000000,1.000000,1.000000,
166.000000,70.000000,62.000000,2.000000,1.000000,1.000000,1.000000,
150.000000,71.000000,63.000000,1.000000,1.000000,1.000000,1.000000,
158.000000,70.000000,63.000000,2.000000,1.000000,1.000000,1.000000,
154.000000,70.000000,63.000000,2.000000,1.000000,1.000000,1.000000,
153.000000,71.000000,62.000000,1.000000,1.000000,1.000000,1.000000,
155.000000,71.000000,60.000000,1.000000,1.000000,1.000000,1.000000,
149.000000,69.000000,60.000000,1.000000,1.000000,1.000000,1.000000,
154.000000,70.000000,61.000000,2.000000,0.000000,1.000000,1.000000,
155.000000,70.000000,61.000000,2.000000,1.000000,1.000000,1.000000,
153.000000,70.000000,62.000000,1.000000,1.000000,1.000000,1.000000,
155.000000,69.000000,63.000000,2.000000,0.000000,0.000000,1.000000,
152.000000,71.000000,61.000000,1.000000,0.000000,1.000000,1.000000,
149.000000,69.000000,63.000000,2.000000,0.000000,1.000000,1.000000,
153.000000,70.000000,59.000000,1.000000,1.000000,0.000000,1.000000,
152.000000,69.000000,62.000000,1.000000,1.000000,1.000000,1.000000,
156.000000,70.000000,63.000000,2.000000,0.000000,1.000000,1.000000,
153.000000,70.000000,65.000000,1.000000,1.000000,1.000000,1.000000,
148.000000,71.000000,61.000000,2.000000,1.000000,1.000000,1.000000,
