187.000000,87.000000,75.000000,1.000000,0.000000,1.000000,1.000000
184.000000,87.000000,74.000000,1.000000,1.000000,1.000000,2.000000
187.000000,90.000000,83.000000,1.000000,1.000000,1.000000,1.000000
192.000000,89.000000,75.000000,1.000000,1.000000,1.000000,1.000000
187.000000,87.000000,73.000000,1.000000,1.000000,1.000000,2.000000
187.000000,87.000000,73.000000,2.000000,0.000000,1.000000,1.000000
187.000000,86.000000,75.000000,1.000000,1.000000,1.000000,2.000000
190.000000,85.000000,74.000000,1.000000,1.000000,1.000000,2.000000
191.000000,94.000000,81.000000,1.000000,1.000000,2.000000,1.000000
192.000000,87.000000,74.000000,2.000000,1.000000,1.000000,1.000000
190.000000,87.000000,74.000000,2.000000,1.000000,1.000000,1.000000
188.000000,87.000000,73.000000,2.000000,1.000000,1.000000,1.000000
189.000000,86.000000,76.000000,1.000000,1.000000,1.000000,1.000000
190.000000,86.000000,73.000000,1.000000,1.000000,1.000000,1.000000
190.000000,87.000000,76.000000,1.000000,0.000000,2.000000,1.000000
191.000000,86.000000,73.000000,1.000000,1.000000,1.000000,1.000000
187.000000,86.000000,75.000000,1.000000,0.000000,1.000000,1.000000
189.000000,88.000000,73.000000,1.000000,0.000000,2.000000,1.000000
188.000000,88.000000,74.000000,2.000000,1.000000,1.000000,1.000000
191.000000,87.000000,78.000000,1.000000,1.000000,1.000000,1.000000
189.000000,85.000000,75.000000,2.000000,1.000000,1.000000,1.000000
191.000000,86.000000,76.000000,1.000000,0.000000,1.000000,1.000000
190.000000,85.000000,77.000000,1.000000,1.000000,1.000000,1.000000
191.000000,84.000000,78.000000,1.000000,1.000000,1.000000,2.000000
193.000000,86.000000,77.000000,1.000000,1.000000,1.000000,2.000000
189.000000,87.000000,74.000000,1.000000,1.000000,1.000000,1.000000
190.000000,86.000000,75.000000,2.000000,1.000000,1.000000,1.000000
190.000000,87.000000,74.000000,2.000000,1.000000,1.000000,1.000000
189.000000,86.000000,76.000000,2.000000,1.000000,1.000000,1.000000
190.000000,86.000000,76.000000,2.000000,1.000000,1.000000,1.000000
192.000000,87.000000,74.000000,1.000000,1.000000,1.000000,1.000000,
187.000000,87.000000,74.000000,2.000000,0.000000,1.000000,1.000000,
189.000000,88.000000,74.000000,1.000000,1.000000,1.000000,1.000000,
187.000000,87.000000,72.000000,2.000000,0.000000,1.000000,1.000000,
190.000000,88.000000,72.000000,1.000000,0.000000,1.000000,2.000000,
189.000000,88.000000,73.000000,1.000000,1.000000,1.000000,2.000000,
187.000000,88.000000,74.000000,1.000000,0.000000,2.000000,1.000000,
